sequence,mode,stage,candidate_key,S,M,N,F,i,u0,status,strict_evidence,feasible,c1,c2,p30_reachable,p30_all,max_delay_s,reachable_count,late_reachable_count,unreachable_count,reason
3950,saturation,high,"[32,55,28,50.0,0.0,0.0]",1760,32,55,28,50.0,0.0,verified,False,True,0.9992139868565486,0.9697078771253586,0.8292725609513583,0.8292725609513583,0.06456910752966893,251430,42926,0,coverage_pass
3951,saturation,high,"[40,44,5,50.0,0.0,0.0]",1760,40,44,5,50.0,0.0,verified,False,True,0.9999757790880383,0.9838256602877345,0.8291293799467049,0.8291293799467049,0.06317959182580012,251430,42962,0,coverage_pass
3952,saturation,high,"[40,44,3,50.0,0.0,0.0]",1760,40,44,3,50.0,0.0,verified,False,True,0.9996318421482564,0.9915282296912699,0.8289464264407589,0.8289464264407589,0.05864084980030137,251430,43008,0,coverage_pass
3953,saturation,high,"[32,55,26,50.0,0.0,0.0]",1760,32,55,26,50.0,0.0,verified,False,True,0.999212393592803,0.9714573816661757,0.8288032454361055,0.8288032454361055,0.06429324008021917,251430,43044,0,coverage_pass
3954,saturation,high,"[32,55,4,50.0,0.0,0.0]",1760,32,55,4,50.0,0.0,verified,False,True,0.9992221775233182,0.9777052117989588,0.8283737024221454,0.8283737024221454,0.07752101828640272,251430,43152,0,coverage_pass
3955,saturation,high,"[40,44,38,50.0,0.0,0.0]",1760,40,44,38,50.0,0.0,verified,False,True,0.9999999999992907,0.9989701487737708,0.8283577934216283,0.8283577934216283,0.06637468155788617,251430,43156,0,coverage_pass
3956,saturation,high,"[32,55,27,50.0,0.0,0.0]",1760,32,55,27,50.0,0.0,verified,False,True,0.9999999999992907,0.9740300830479003,0.8281827944159408,0.8281827944159408,0.0627763694087361,251430,43200,0,coverage_pass
3957,saturation,high,"[40,44,33,50.0,0.0,0.0]",1760,40,44,33,50.0,0.0,verified,False,True,0.9999999999992907,0.9996094598909451,0.8281430219146482,0.8281430219146482,0.05697878111854527,251430,43210,0,coverage_pass
3958,saturation,high,"[40,44,32,50.0,0.0,0.0]",1760,40,44,32,50.0,0.0,verified,False,True,0.9999999999992907,0.999682463576317,0.8269737103766456,0.8269737103766456,0.054838537482587935,251430,43504,0,coverage_pass
3959,saturation,high,"[40,44,39,50.0,0.0,0.0]",1760,40,44,39,50.0,0.0,verified,False,True,0.9999999999992907,0.9978041091971344,0.8268543928727677,0.8268543928727677,0.0678123679213384,251430,43534,0,coverage_pass
3960,saturation,high,"[40,44,31,50.0,0.0,0.0]",1760,40,44,31,50.0,0.0,verified,False,True,0.9999999999992907,0.9997315119743012,0.8260668973471742,0.8260668973471742,0.06425787321249361,251430,43732,0,coverage_pass
3961,saturation,high,"[44,40,9,50.0,0.0,0.0]",1760,44,40,9,50.0,0.0,verified,False,True,0.9996521773444307,0.9799992043434451,0.8285997015377986,0.8259237163425208,0.06402937150336689,250618,42956,812,coverage_pass
3962,saturation,high,"[44,40,40,50.0,0.0,0.0]",1760,44,40,40,50.0,0.0,verified,False,True,0.9999999999992907,0.9968225624358099,0.8256055363321799,0.8256055363321799,0.06925414048504618,251430,43848,0,coverage_pass
3963,saturation,high,"[44,40,8,50.0,0.0,0.0]",1760,44,40,8,50.0,0.0,verified,False,True,0.9998763492071513,0.9842321404582615,0.8251919023187368,0.8251919023187368,0.06646300085482257,251430,43952,0,coverage_pass
3964,saturation,high,"[40,44,2,50.0,0.0,0.0]",1760,40,44,2,50.0,0.0,verified,False,True,0.9999999999992907,0.9945781854650702,0.8250328123135664,0.8250328123135664,0.057516233977442766,251430,43992,0,coverage_pass
3965,saturation,high,"[40,44,37,50.0,0.0,0.0]",1760,40,44,37,50.0,0.0,verified,False,True,0.9999999999992907,0.9988920945037688,0.8241657717853876,0.8241657717853876,0.0684123327274568,251430,44210,0,coverage_pass
3966,saturation,high,"[40,44,34,50.0,0.0,0.0]",1760,40,44,34,50.0,0.0,verified,False,True,0.9999999999992907,0.9996627795416093,0.823760092272203,0.823760092272203,0.07162910426301422,251430,44312,0,coverage_pass
3967,saturation,high,"[40,44,0,50.0,0.0,0.0]",1760,40,44,0,50.0,0.0,verified,False,True,0.9999856816026679,0.9978641838602244,0.8228691882432486,0.8228691882432486,0.061290059836420246,251430,44536,0,coverage_pass
3968,saturation,high,"[44,40,14,50.0,0.0,0.0]",1760,44,40,14,50.0,0.0,verified,False,True,0.9993493501894098,0.9578274372454291,0.8228135067414389,0.8228135067414389,0.05308681237968157,251430,44550,0,coverage_pass
3969,saturation,high,"[44,40,7,50.0,0.0,0.0]",1760,44,40,7,50.0,0.0,verified,False,True,0.9996606217802126,0.9877661333820532,0.8239300308265826,0.8227896432406634,0.0648353465848304,251082,44208,348,coverage_pass
3970,saturation,high,"[44,40,10,50.0,0.0,0.0]",1760,44,40,10,50.0,0.0,verified,False,True,0.9997683102966735,0.9759903980862005,0.8226544167362685,0.8226544167362685,0.06909973165460176,251430,44590,0,coverage_pass
3971,saturation,high,"[40,44,36,50.0,0.0,0.0]",1760,40,44,36,50.0,0.0,verified,False,True,0.9999999999992907,0.9993756277142647,0.8216680587042119,0.8216680587042119,0.06644027868661008,251430,44838,0,coverage_pass
3972,saturation,high,"[40,44,35,50.0,0.0,0.0]",1760,40,44,35,50.0,0.0,verified,False,True,0.9999999999992907,0.9994482993709006,0.8210316986835302,0.8210316986835302,0.07331350572741886,251430,44998,0,coverage_pass
3973,saturation,high,"[40,44,9,50.0,0.0,0.0]",1760,40,44,9,50.0,0.0,verified,False,True,0.9991804761981561,0.9721673766623935,0.8261921548519421,0.8202839756592292,0.06280188182261509,249632,43388,1798,coverage_pass
3974,saturation,high,"[40,44,7,50.0,0.0,0.0]",1760,40,44,7,50.0,0.0,verified,False,True,0.9997210266838946,0.9780641546683526,0.8199339776478543,0.8199339776478543,0.06319679231409212,251430,45274,0,coverage_pass
3975,saturation,high,"[44,40,6,50.0,0.0,0.0]",1760,44,40,6,50.0,0.0,verified,False,True,0.9999171923012593,0.9900580485247816,0.8186135306049398,0.8186135306049398,0.06676322116347662,251430,45606,0,coverage_pass
3976,saturation,high,"[44,40,11,50.0,0.0,0.0]",1760,44,40,11,50.0,0.0,verified,False,True,0.9993937550341763,0.9690551970875192,0.8212244572158365,0.8183828500974426,0.06831453170801817,250560,44794,870,coverage_pass
3977,saturation,high,"[44,40,5,50.0,0.0,0.0]",1760,44,40,5,50.0,0.0,verified,False,True,0.9999427264127996,0.9920163953586733,0.8176033090721075,0.8176033090721075,0.07145349383462649,251430,45860,0,coverage_pass
3978,saturation,high,"[44,40,4,50.0,0.0,0.0]",1760,44,40,4,50.0,0.0,verified,False,True,0.9999854674525391,0.9933970970143038,0.8153124129976534,0.8153124129976534,0.0703113913886387,251430,46436,0,coverage_pass
3979,saturation,high,"[44,40,2,50.0,0.0,0.0]",1760,44,40,2,50.0,0.0,verified,False,True,0.9999999999992907,0.9956024919003817,0.8127112914131169,0.8127112914131169,0.07779809048408401,251430,47090,0,coverage_pass
3980,saturation,high,"[44,40,1,50.0,0.0,0.0]",1760,44,40,1,50.0,0.0,verified,False,True,0.9999858149154569,0.9955874150939593,0.8114703893727877,0.8114703893727877,0.07205040540589927,251430,47402,0,coverage_pass
3981,saturation,high,"[44,40,3,50.0,0.0,0.0]",1760,44,40,3,50.0,0.0,verified,False,True,0.9999999999992907,0.9944755856895865,0.811001073857535,0.811001073857535,0.07238125993330681,251430,47520,0,coverage_pass
3982,saturation,high,"[32,55,5,50.0,0.0,0.0]",1760,32,55,5,50.0,0.0,verified,False,True,0.9997843357283992,0.9821572991535228,0.8078988187567117,0.8078988187567117,0.07739785909284114,251430,48300,0,coverage_pass
3983,saturation,high,"[44,40,0,50.0,0.0,0.0]",1760,44,40,0,50.0,0.0,verified,False,True,0.9999999999992907,0.9967195054199531,0.8052738336713996,0.8052738336713996,0.07592420028868085,251430,48960,0,coverage_pass
3984,saturation,high,"[44,40,41,50.0,0.0,0.0]",1760,44,40,41,50.0,0.0,verified,False,True,0.9999999999992907,0.996441291297455,0.8030624825995307,0.8030624825995307,0.06828618322316365,251430,49516,0,coverage_pass
3985,saturation,high,"[44,40,43,50.0,0.0,0.0]",1760,44,40,43,50.0,0.0,verified,False,True,0.9999999999992907,0.9953821168684304,0.8018215805592014,0.8018215805592014,0.08596819308913012,251430,49828,0,coverage_pass
3986,saturation,high,"[44,40,42,50.0,0.0,0.0]",1760,44,40,42,50.0,0.0,verified,False,True,0.9999713632060452,0.9970422314591978,0.7987352344588952,0.7987352344588952,0.08437070481072959,251430,50604,0,coverage_pass
3987,saturation,high,"[32,55,6,50.0,0.0,0.0]",1760,32,55,6,50.0,0.0,verified,False,True,0.9992223030685007,0.9821466519751683,0.7909716422065783,0.7909716422065783,0.08024028208819635,251430,52556,0,coverage_pass
3988,saturation,high,"[40,44,18,50.0,0.0,0.0]",1760,40,44,18,50.0,0.0,verified,False,True,0.9992327500930727,0.9811221456302041,0.8003090866650032,0.7909000517042517,0.08005959425733165,248474,49618,2956,coverage_pass
3989,saturation,high,"[40,44,19,50.0,0.0,0.0]",1760,40,44,19,50.0,0.0,verified,False,True,0.9998825928331064,0.9841933332752824,0.7901682376804677,0.7901682376804677,0.04852664122854089,251430,52758,0,coverage_pass
3990,saturation,high,"[32,55,11,50.0,0.0,0.0]",1760,32,55,11,50.0,0.0,verified,False,True,0.9999999999992907,0.9883626671540305,0.7810205623831683,0.7810205623831683,0.08746946156267693,251430,55058,0,coverage_pass
3991,saturation,high,"[32,55,7,50.0,0.0,0.0]",1760,32,55,7,50.0,0.0,verified,False,True,0.9999999999992907,0.985304355821139,0.7783319412957881,0.7783319412957881,0.08067884156257936,251430,55734,0,coverage_pass
3992,saturation,high,"[40,44,20,50.0,0.0,0.0]",1760,40,44,20,50.0,0.0,verified,False,True,0.9999665904071708,0.9902727469471649,0.7776796722745893,0.7776796722745893,0.05122017418292914,251430,55898,0,coverage_pass
3993,saturation,high,"[44,40,26,50.0,0.0,0.0]",1760,44,40,26,50.0,0.0,verified,False,True,0.9996122983803973,0.9672556946702366,0.7744660541701468,0.7744660541701468,0.08506535403268355,251430,56706,0,coverage_pass
3994,saturation,high,"[32,55,8,50.0,0.0,0.0]",1760,32,55,8,50.0,0.0,verified,False,True,0.99938850434208,0.9852575308108518,0.7704331225390765,0.7704331225390765,0.08404898600077262,251430,57720,0,coverage_pass
3995,saturation,high,"[32,55,9,50.0,0.0,0.0]",1760,32,55,9,50.0,0.0,verified,False,True,0.9999999999992907,0.987652820515349,0.7673229129379947,0.7673229129379947,0.08671901868697368,251430,58502,0,coverage_pass
3996,saturation,high,"[40,44,21,50.0,0.0,0.0]",1760,40,44,21,50.0,0.0,verified,False,True,0.9997700776321805,0.9925120405718059,0.7670763234299806,0.7670763234299806,0.0855950436142101,251430,58564,0,coverage_pass
3997,saturation,high,"[32,55,10,50.0,0.0,0.0]",1760,32,55,10,50.0,0.0,verified,False,True,0.9993727498053195,0.9876504773667547,0.7636002068170067,0.7636002068170067,0.08738557238878468,251430,59438,0,coverage_pass
3998,saturation,high,"[44,40,27,50.0,0.0,0.0]",1760,44,40,27,50.0,0.0,verified,False,True,0.9995191772863911,0.9789734161032787,0.7626058942846916,0.7626058942846916,0.08495042477538019,251430,59688,0,coverage_pass
3999,saturation,high,"[44,40,28,50.0,0.0,0.0]",1760,44,40,28,50.0,0.0,verified,False,True,0.9993747633467659,0.9809577206069463,0.7576104681223402,0.7576104681223402,0.08756335139282598,251430,60944,0,coverage_pass
4000,saturation,high,"[40,44,22,50.0,0.0,0.0]",1760,40,44,22,50.0,0.0,verified,False,True,0.9999037715682828,0.9962032391159831,0.756417293083562,0.756417293083562,0.08789225537146306,251430,61244,0,coverage_pass
4001,saturation,high,"[44,40,29,50.0,0.0,0.0]",1760,44,40,29,50.0,0.0,verified,False,True,0.9998508459312289,0.9852470693629329,0.753359872611465,0.7526707234617985,0.09287454008229931,251200,61956,230,coverage_pass
4002,saturation,high,"[40,44,23,50.0,0.0,0.0]",1760,40,44,23,50.0,0.0,verified,False,True,0.9999999999992907,0.9969488935696371,0.7488127908364157,0.7488127908364157,0.07679399165451122,251430,63156,0,coverage_pass
4003,saturation,high,"[44,40,30,50.0,0.0,0.0]",1760,44,40,30,50.0,0.0,verified,False,True,0.9999954392639009,0.989476238165906,0.7487332458338305,0.7487332458338305,0.09436522883958104,251430,63176,0,coverage_pass
4004,saturation,high,"[55,32,15,50.0,0.0,0.0]",1760,55,32,15,50.0,0.0,verified,False,True,0.9999999999992907,0.9712517339037534,0.7475480252953108,0.7475480252953108,0.0970113069242811,251430,63474,0,coverage_pass
4005,saturation,high,"[44,40,31,50.0,0.0,0.0]",1760,44,40,31,50.0,0.0,verified,False,True,0.9999907554694815,0.9912776288489653,0.7473093902875552,0.7473093902875552,0.09220775049452308,251430,63534,0,coverage_pass
4006,saturation,high,"[44,40,32,50.0,0.0,0.0]",1760,44,40,32,50.0,0.0,verified,False,True,0.999841223088128,0.9922416777293145,0.744620769200175,0.744620769200175,0.06335548584282708,251430,64210,0,coverage_pass
4007,saturation,high,"[40,44,24,50.0,0.0,0.0]",1760,40,44,24,50.0,0.0,verified,False,True,0.9999999999992907,0.9980726681509191,0.7435310026647576,0.7435310026647576,0.09121066421798253,251430,64484,0,coverage_pass
4008,saturation,high,"[40,44,25,50.0,0.0,0.0]",1760,40,44,25,50.0,0.0,verified,False,True,0.9999999999992907,0.9986359404594459,0.7416457861034881,0.7416457861034881,0.05412362996555162,251430,64958,0,coverage_pass
4009,saturation,high,"[40,44,28,50.0,0.0,0.0]",1760,40,44,28,50.0,0.0,verified,False,True,0.9999999999992907,0.9992919261369119,0.7389412560155908,0.7389412560155908,0.060618709643753294,251430,65638,0,coverage_pass
4010,saturation,high,"[44,40,33,50.0,0.0,0.0]",1760,44,40,33,50.0,0.0,verified,False,True,0.9999999999992907,0.9947909402346172,0.7389412560155908,0.7389412560155908,0.061395328522541814,251430,65638,0,coverage_pass
4011,saturation,high,"[55,32,14,50.0,0.0,0.0]",1760,55,32,14,50.0,0.0,verified,False,True,0.9990909699287569,0.9714054169832534,0.7400272799061954,0.7379787614843097,0.09821933873871497,250734,65184,696,coverage_pass
4012,saturation,high,"[40,44,27,50.0,0.0,0.0]",1760,40,44,27,50.0,0.0,verified,False,True,0.9999999999992907,0.9993660257516047,0.7374855824682814,0.7374855824682814,0.05874824728574549,251430,66004,0,coverage_pass
4013,saturation,high,"[40,44,26,50.0,0.0,0.0]",1760,40,44,26,50.0,0.0,verified,False,True,0.9999999999992907,0.9989551908104495,0.7364276339338981,0.7364276339338981,0.09285973984564865,251430,66270,0,coverage_pass
4014,saturation,high,"[40,44,29,50.0,0.0,0.0]",1760,40,44,29,50.0,0.0,verified,False,True,0.9999999999992907,0.9993934030451987,0.7326333373105834,0.7326333373105834,0.06282843216171283,251430,67224,0,coverage_pass
4015,saturation,high,"[55,32,13,50.0,0.0,0.0]",1760,55,32,13,50.0,0.0,verified,False,True,0.9999999999992907,0.9778008207031745,0.7286322236805473,0.7286322236805473,0.09809288067787633,251430,68230,0,coverage_pass
4016,saturation,high,"[40,44,30,50.0,0.0,0.0]",1760,40,44,30,50.0,0.0,verified,False,True,0.9999999999992907,0.9995187862984959,0.7286004056795132,0.7286004056795132,0.06325158326424526,251430,68238,0,coverage_pass
4017,saturation,high,"[44,40,34,50.0,0.0,0.0]",1760,44,40,34,50.0,0.0,verified,False,True,0.9999901861405935,0.9944341272741073,0.7284969971761525,0.7284969971761525,0.09005191709033245,251430,68264,0,coverage_pass
4018,saturation,high,"[44,40,35,50.0,0.0,0.0]",1760,44,40,35,50.0,0.0,verified,False,True,0.9998471990519393,0.9960270481896676,0.7255061050789484,0.7255061050789484,0.06234744753233086,251430,69016,0,coverage_pass
4019,saturation,high,"[44,40,36,50.0,0.0,0.0]",1760,44,40,36,50.0,0.0,verified,False,True,0.9999999999992907,0.9955288544366704,0.7245595195481844,0.7245595195481844,0.10916933404852462,251430,69254,0,coverage_pass
4020,saturation,high,"[55,32,12,50.0,0.0,0.0]",1760,55,32,12,50.0,0.0,verified,False,True,0.9997901360926426,0.9791919624834214,0.724448945739896,0.7226106669848467,0.09790299285079776,250792,69106,638,coverage_pass
4021,saturation,high,"[55,32,10,50.0,0.0,0.0]",1760,55,32,10,50.0,0.0,verified,False,True,0.9999999999992907,0.9838092261217696,0.719731137891262,0.719731137891262,0.11011498895879455,251430,70468,0,coverage_pass
4022,saturation,high,"[55,32,11,50.0,0.0,0.0]",1760,55,32,11,50.0,0.0,verified,False,True,0.9998434571110454,0.9808007329740905,0.7195243208845404,0.7195243208845404,0.10265909873064723,251430,70520,0,coverage_pass
4023,saturation,high,"[55,32,9,50.0,0.0,0.0]",1760,55,32,9,50.0,0.0,verified,False,True,0.9994765597167188,0.9842062520702092,0.717273197311379,0.717273197311379,0.10773146999199981,251430,71086,0,coverage_pass
4024,saturation,high,"[44,40,37,50.0,0.0,0.0]",1760,44,40,37,50.0,0.0,verified,False,True,0.9999999999992907,0.996241581529984,0.717122061806467,0.717122061806467,0.06790215510847275,251430,71124,0,coverage_pass
4025,saturation,high,"[55,32,8,50.0,0.0,0.0]",1760,55,32,8,50.0,0.0,verified,False,True,0.9999999999992907,0.9852385409612108,0.7146482122260669,0.7146482122260669,0.12195954761680519,251430,71746,0,coverage_pass
4026,saturation,high,"[44,40,38,50.0,0.0,0.0]",1760,44,40,38,50.0,0.0,verified,False,True,0.9999999999992907,0.996905708479284,0.7103686910869824,0.7103686910869824,0.06844367708203351,251430,72822,0,coverage_pass
4027,saturation,high,"[44,40,39,50.0,0.0,0.0]",1760,44,40,39,50.0,0.0,verified,False,True,0.9999999999992907,0.9971257509140493,0.7067334844688382,0.7067334844688382,0.06652562592735564,251430,73736,0,coverage_pass
4028,saturation,high,"[55,32,7,50.0,0.0,0.0]",1760,55,32,7,50.0,0.0,verified,False,True,0.9990674503893464,0.9906448603093325,0.69821618955174,0.6980551246867915,0.117888558454634,251372,75860,58,coverage_pass
4029,saturation,high,"[55,32,54,50.0,0.0,0.0]",1760,55,32,54,50.0,0.0,verified,False,True,0.999465659625889,0.9680533411912713,0.6806824961221811,0.6806824961221811,0.10364646946319182,251430,80286,0,coverage_pass
4030,saturation,high,"[55,32,53,50.0,0.0,0.0]",1760,55,32,53,50.0,0.0,verified,False,True,0.999995093069942,0.9676226463560575,0.6748677564332021,0.6748677564332021,0.1334657523650687,251430,81748,0,coverage_pass
4031,saturation,high,"[55,32,0,50.0,0.0,0.0]",1760,55,32,0,50.0,0.0,verified,False,True,0.9999999999992907,0.9760448154396186,0.6727836773654695,0.6727836773654695,0.13794584824683806,251430,82272,0,coverage_pass
4032,saturation,high,"[55,32,2,50.0,0.0,0.0]",1760,55,32,2,50.0,0.0,verified,False,True,0.9999999999992907,0.9811674628723895,0.6678291263995403,0.6656723541343516,0.12223817708499825,250618,83248,812,coverage_pass
4033,saturation,high,"[55,32,4,50.0,0.0,0.0]",1760,55,32,4,50.0,0.0,verified,False,True,0.999995377734386,0.9864198307957228,0.6602712484588156,0.6602712484588156,0.1281021747242881,251430,85418,0,coverage_pass
4034,saturation,high,"[55,32,6,50.0,0.0,0.0]",1760,55,32,6,50.0,0.0,verified,False,True,0.9999999999992907,0.9864486696969439,0.6522372031977091,0.6522372031977091,0.1332945457336282,251430,87438,0,coverage_pass
4035,saturation,low,"[30,60,0,50.0,0.0,0.0]",1800,30,60,0,50.0,0.0,active,False,False,1.0,0.9657465181175813,0.6729147141518276,0.6729147141518276,0.04339769727976465,12804,4188,0,incomplete
4036,saturation,low,"[30,60,1,50.0,0.0,0.0]",1800,30,60,1,50.0,0.0,active,False,False,0.9994350395602569,0.9756868753434976,0.6779131521399563,0.6779131521399563,0.04381851014450508,12804,4124,0,incomplete
4037,saturation,low,"[30,60,2,50.0,0.0,0.0]",1800,30,60,2,50.0,0.0,active,False,False,1.0,0.9718215442536896,0.6816619806310528,0.6816619806310528,0.04493789109730783,12804,4076,0,incomplete
4038,saturation,low,"[30,60,3,50.0,0.0,0.0]",1800,30,60,3,50.0,0.0,active,False,False,1.0,0.9735832568228376,0.6835363948766011,0.6835363948766011,0.04654859196609728,12804,4052,0,incomplete
